Sales ID,Count,Open Date,Days to Make Sale,Car ID,Dealer ID,Temperature (F),Temperature Category,Weather Condition,Humidity (%),Wind Speed (mph),Wind Gust (mph),Wind Direction,Visibility (mi),Wind Chill (F),Precipitation (in),Fog (Y/N),Rain (Y/N),Snow (Y/N),Month,Month Order,Year
610510,1,11-Feb-2023,9,99110,1288,17.1,11-20,Clear,65,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610511,1,11-Feb-2023,8,99110,1288,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610512,1,11-Feb-2023,8,99110,1288,17.1,11-20,Clear,65,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610513,1,11-Feb-2023,8,99110,1288,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610514,1,11-Feb-2023,6,99110,1336,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610515,1,11-Feb-2023,8,99110,1288,17.1,11-20,Clear,65,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610516,1,11-Feb-2023,1,99110,1401,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610517,1,11-Feb-2023,21,87110,1215,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610518,1,11-Feb-2023,5,99110,1301,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610519,1,11-Feb-2023,1,99110,1222,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610520,1,11-Feb-2023,1,99110,1215,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610521,1,11-Feb-2023,9,99110,1288,17.1,11-20,Clear,65,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610522,1,11-Feb-2023,1,132120,1288,17.1,11-20,Clear,65,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610523,1,11-Feb-2023,1,99110,1402,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610524,1,11-Feb-2023,6,99110,1336,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610525,1,11-Feb-2023,1,99110,1336,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610526,1,11-Feb-2023,6,99110,1336,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610527,1,11-Feb-2023,6,99110,1402,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610528,1,11-Feb-2023,1,99110,1336,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610529,1,11-Feb-2023,1,132120,1215,18,11-20,Overcast,65,6.9,,NNE,10,8.7,0,N,N,N,Feb,2,2023
610530,1,11-Feb-2023,1,99110,1336,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610531,1,11-Feb-2023,13,99110,1224,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610532,1,11-Feb-2023,12,99110,1301,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610533,1,11-Feb-2023,1,99110,1336,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610534,1,11-Feb-2023,2,99110,1224,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610535,1,11-Feb-2023,5,99110,1301,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610536,1,11-Feb-2023,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610537,1,11-Feb-2023,1,87110,1336,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610538,1,11-Feb-2023,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610539,1,11-Feb-2023,1,87110,1288,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610540,1,11-Feb-2023,6,99110,1402,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610541,1,11-Feb-2023,2,132120,1224,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610542,1,11-Feb-2023,6,99110,1212,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610543,1,11-Feb-2023,28,99110,1288,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610544,1,11-Feb-2023,1,99110,1217,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610545,1,11-Feb-2023,27,99110,1301,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610546,1,11-Feb-2023,1,99110,1215,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610547,1,11-Feb-2023,1,99110,1336,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610548,1,11-Feb-2023,1,99110,1288,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610549,1,11-Feb-2023,1,99110,1402,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610550,1,11-Feb-2023,1,132120,1224,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610551,1,11-Feb-2023,6,99110,1336,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610552,1,11-Feb-2023,1,99110,1288,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610553,1,11-Feb-2023,1,99110,1222,19.9,11-20,Overcast,68,3.5,,North,10,14.9,0,N,N,N,Feb,2,2023
610554,1,11-Feb-2023,8,99110,1288,21.2,21-30,Overcast,63,5.8,,North,10,13.6,0,N,N,N,Feb,2,2023
610555,1,11-Feb-2023,1,99110,1288,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610556,1,11-Feb-2023,1,99110,1224,17.1,11-20,Clear,71,6.9,,North,7,7.6,0,N,N,N,Feb,2,2023
610557,1,11-Feb-2023,4,147160,1217,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610558,1,11-Feb-2023,14,99110,1401,21,21-30,Overcast,65,5.8,,NW,10,13.4,0,N,N,N,Feb,2,2023
610559,1,11-Feb-2023,12,99110,1301,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610560,1,11-Feb-2023,8,99110,1288,16,11-20,Clear,74,8.1,,NW,7,5.3,0,N,N,N,Feb,2,2023
610561,1,11-Feb-2023,1,99110,1217,16,11-20,Clear,74,8.1,,NW,7,5.3,0,N,N,N,Feb,2,2023
610562,1,11-Feb-2023,1,99110,1301,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610563,1,11-Feb-2023,12,99110,1301,16,11-20,Clear,74,8.1,,NW,7,5.3,0,N,N,N,Feb,2,2023
610564,1,11-Feb-2023,12,99110,1224,16,11-20,Clear,74,8.1,,NW,7,5.3,0,N,N,N,Feb,2,2023
610565,1,11-Feb-2023,12,99110,1224,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610566,1,11-Feb-2023,6,99110,1402,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610567,1,11-Feb-2023,6,99110,1215,21,21-30,Overcast,65,5.8,,NW,10,13.4,0,N,N,N,Feb,2,2023
610568,1,11-Feb-2023,6,99110,1215,21,21-30,Overcast,65,5.8,,NW,10,13.4,0,N,N,N,Feb,2,2023
610569,1,11-Feb-2023,12,99110,1215,16,11-20,Clear,74,8.1,,NW,7,5.3,0,N,N,N,Feb,2,2023
610570,1,11-Feb-2023,1,132120,1288,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610571,1,11-Feb-2023,1,99110,1301,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610572,1,11-Feb-2023,1,99110,1215,21,21-30,Overcast,65,4.6,,NNW,10,14.6,0,N,N,N,Feb,2,2023
610573,1,11-Feb-2023,6,99110,1402,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610574,1,11-Feb-2023,8,99110,1288,16,11-20,Clear,74,6.9,,NNW,7,6.3,0,N,N,N,Feb,2,2023
610575,1,11-Feb-2023,5,99110,1402,21,21-30,Overcast,65,4.6,,NNW,10,14.6,0,N,N,N,Feb,2,2023
610576,1,11-Feb-2023,5,99110,1402,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610577,1,11-Feb-2023,1,99110,1222,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610578,1,11-Feb-2023,5,99110,1336,21,21-30,Overcast,65,4.6,,NNW,10,14.6,0,N,N,N,Feb,2,2023
610579,1,11-Feb-2023,1,99110,1402,21,21-30,Overcast,65,4.6,,NNW,10,14.6,0,N,N,N,Feb,2,2023
610580,1,11-Feb-2023,1,99110,1215,16,11-20,Clear,74,6.9,,NNW,7,6.3,0,N,N,N,Feb,2,2023
610581,1,11-Feb-2023,1,99110,1224,21,21-30,Overcast,65,4.6,,NNW,10,14.6,0,N,N,N,Feb,2,2023
610582,1,11-Feb-2023,1,99110,1215,16,11-20,Clear,74,6.9,,NNW,7,6.3,0,N,N,N,Feb,2,2023
610583,1,11-Feb-2023,8,99110,1288,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610584,1,11-Feb-2023,1,99110,1402,21,21-30,Overcast,65,4.6,,NNW,10,14.6,0,N,N,N,Feb,2,2023
610585,1,11-Feb-2023,1,99110,1336,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610586,1,11-Feb-2023,1,99110,1336,19.9,11-20,Overcast,68,8.1,,WNW,10,10.1,0,N,N,N,Feb,2,2023
610587,1,11-Feb-2023,1,99110,1217,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610588,1,11-Feb-2023,1,99110,1402,19.9,11-20,Overcast,68,8.1,,WNW,10,10.1,0,N,N,N,Feb,2,2023
610589,1,11-Feb-2023,5,99110,1217,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610590,1,11-Feb-2023,25,99110,1215,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610591,1,12-Feb-2023,1,99110,1401,25,21-30,Overcast,85,0,,North,2.5,,0,N,N,N,Feb,2,2023
610592,1,12-Feb-2023,1,99110,1401,25,21-30,Overcast,85,0,,North,2.5,,0,N,N,N,Feb,2,2023
610593,1,12-Feb-2023,1,99110,1222,25,21-30,Overcast,85,0,,North,2.5,,0,N,N,N,Feb,2,2023
610594,1,12-Feb-2023,1,99110,1215,25,21-30,Clear,81,12.7,,South,7,13.6,0,N,N,N,Feb,2,2023
610595,1,12-Feb-2023,1,99110,1288,25,21-30,Clear,81,12.7,,South,7,13.6,0,N,N,N,Feb,2,2023
610596,1,12-Feb-2023,5,99110,1212,24.8,21-30,Overcast,86,0,,North,6,,0,N,N,N,Feb,2,2023
610597,1,12-Feb-2023,5,99110,1402,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610598,1,12-Feb-2023,1,132120,1401,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610599,1,12-Feb-2023,25,99110,1215,25,21-30,Clear,81,12.7,,South,7,13.6,0,N,N,N,Feb,2,2023
610600,1,12-Feb-2023,1,99110,1401,24.8,21-30,Overcast,86,0,,North,6,,0,N,N,N,Feb,2,2023
610601,1,12-Feb-2023,1,99110,1217,25,21-30,Clear,81,12.7,,South,7,13.6,0,N,N,N,Feb,2,2023
610602,1,12-Feb-2023,1,99110,1215,24.8,21-30,Overcast,86,0,,North,6,,0,N,N,N,Feb,2,2023
610603,1,12-Feb-2023,5,99110,1402,24.8,21-30,Overcast,86,0,,North,6,,0,N,N,N,Feb,2,2023
610604,1,12-Feb-2023,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610605,1,12-Feb-2023,1,99110,1301,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610606,1,12-Feb-2023,1,99110,1288,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610607,1,12-Feb-2023,28,99110,1288,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610608,1,12-Feb-2023,5,99110,1217,26.6,21-30,Light Snow,80,0,,North,6,,0,N,N,Y,Feb,2,2023
610609,1,12-Feb-2023,5,99110,1402,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610610,1,12-Feb-2023,1,99110,1301,26.6,21-30,Light Snow,80,0,,North,6,,0,N,N,Y,Feb,2,2023
610611,1,12-Feb-2023,1,99110,1301,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610612,1,12-Feb-2023,1,99110,1288,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610613,1,12-Feb-2023,1,99110,1217,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610614,1,12-Feb-2023,13,132120,1215,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610615,1,12-Feb-2023,1,132120,1217,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610616,1,12-Feb-2023,1,99110,1215,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610617,1,12-Feb-2023,1,99110,1224,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610618,1,12-Feb-2023,1,99110,1301,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610619,1,12-Feb-2023,1,132120,1217,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610620,1,12-Feb-2023,1,132120,1402,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610621,1,12-Feb-2023,1,132120,1224,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610622,1,12-Feb-2023,1,99110,1401,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610623,1,12-Feb-2023,5,99110,1212,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610624,1,12-Feb-2023,1,99110,1212,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610625,1,12-Feb-2023,1,132120,1301,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610626,1,12-Feb-2023,5,99110,1224,26.1,21-30,Light Snow,84,0,,North,6,,0,N,N,Y,Feb,2,2023
610627,1,12-Feb-2023,1,99110,1224,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610628,1,12-Feb-2023,1,132120,1215,26.1,21-30,Clear,81,11.5,,South,7,15.6,0,N,N,N,Feb,2,2023
610629,1,12-Feb-2023,1,99110,1301,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610630,1,12-Feb-2023,1,99110,1212,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610631,1,12-Feb-2023,1,99110,1336,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610632,1,12-Feb-2023,7,99110,1288,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610633,1,12-Feb-2023,1,99110,1217,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610634,1,12-Feb-2023,5,99110,1224,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610635,1,12-Feb-2023,1,99110,1288,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610636,1,12-Feb-2023,5,99110,1224,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610637,1,12-Feb-2023,7,99110,1288,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610638,1,12-Feb-2023,1,99110,1402,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610639,1,12-Feb-2023,28,99110,1288,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610640,1,12-Feb-2023,1,99110,1215,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610641,1,12-Feb-2023,5,99110,1402,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610642,1,12-Feb-2023,1,99110,1222,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610643,1,12-Feb-2023,1,99110,1212,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610644,1,12-Feb-2023,1,99110,1217,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610645,1,12-Feb-2023,5,99110,1224,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610646,1,12-Feb-2023,1,99110,1215,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610647,1,12-Feb-2023,1,99110,1336,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610648,1,12-Feb-2023,1,99110,1336,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610649,1,12-Feb-2023,5,99110,1224,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610650,1,12-Feb-2023,1,99110,1222,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610651,1,12-Feb-2023,5,99110,1224,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610652,1,12-Feb-2023,5,99110,1402,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610653,1,12-Feb-2023,5,99110,1288,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610654,1,12-Feb-2023,1,99110,1288,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610655,1,12-Feb-2023,1,132120,1212,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610656,1,12-Feb-2023,7,99110,1288,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610657,1,12-Feb-2023,1,99110,1224,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610658,1,12-Feb-2023,1,99110,1402,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610659,1,12-Feb-2023,1,99110,1401,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610660,1,12-Feb-2023,5,99110,1224,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610661,1,12-Feb-2023,1,132120,1401,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610662,1,12-Feb-2023,7,99110,1288,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610663,1,12-Feb-2023,1,132120,1224,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610664,1,12-Feb-2023,14,99110,1212,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610665,1,12-Feb-2023,5,99110,1224,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610666,1,12-Feb-2023,5,99110,1288,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610667,1,12-Feb-2023,5,99110,1402,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610668,1,12-Feb-2023,2,99110,1288,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610669,1,12-Feb-2023,1,132120,1288,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610670,1,12-Feb-2023,1,99110,1224,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610671,1,12-Feb-2023,1,132120,1336,28.9,21-30,Overcast,78,5.8,,SW,9,22.8,0,N,N,N,Feb,2,2023
610672,1,12-Feb-2023,7,99110,1288,28,21-30,Clear,78,8.1,,South,7,20,0,N,N,N,Feb,2,2023
610673,1,12-Feb-2023,5,99110,1301,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610674,1,12-Feb-2023,5,99110,1224,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610675,1,12-Feb-2023,1,132120,1336,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610676,1,12-Feb-2023,1,99110,1215,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610677,1,12-Feb-2023,5,99110,1224,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610678,1,12-Feb-2023,5,99110,1217,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610679,1,12-Feb-2023,5,99110,1212,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610680,1,12-Feb-2023,14,99110,1212,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610681,1,12-Feb-2023,26,99110,1288,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610682,1,12-Feb-2023,5,99110,1288,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610683,1,12-Feb-2023,5,99110,1224,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610684,1,12-Feb-2023,2,99110,1215,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610685,1,12-Feb-2023,1,99110,1301,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610686,1,12-Feb-2023,7,99110,1288,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610687,1,12-Feb-2023,25,99110,1288,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610688,1,12-Feb-2023,1,132120,1402,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610689,1,12-Feb-2023,1,99110,1401,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610690,1,12-Feb-2023,1,99110,1401,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610691,1,12-Feb-2023,7,99110,1288,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610692,1,12-Feb-2023,1,99110,1224,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610693,1,12-Feb-2023,7,99110,1288,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610694,1,12-Feb-2023,1,99110,1224,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610695,1,12-Feb-2023,7,99110,1288,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610696,1,12-Feb-2023,5,99110,1224,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610697,1,12-Feb-2023,29,99110,1401,28.9,21-30,Fog,78,4.6,,SW,6,23.9,0,Y,N,N,Feb,2,2023
610698,1,12-Feb-2023,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610699,1,12-Feb-2023,5,99110,1217,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610700,1,12-Feb-2023,26,99110,1402,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610701,1,12-Feb-2023,1,87110,1402,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610702,1,12-Feb-2023,5,99110,1301,27,21-30,Light Freezing Drizzle,85,4.6,,WSW,7,21.6,0.04,N,Y,N,Feb,2,2023
610703,1,12-Feb-2023,1,132120,1215,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610704,1,12-Feb-2023,5,99110,1215,30.2,31-40,Light Snow,75,6.9,,WSW,5,23.4,0,N,N,Y,Feb,2,2023
610705,1,12-Feb-2023,5,99110,1215,30.2,31-40,Light Snow,75,6.9,,WSW,5,23.4,0,N,N,Y,Feb,2,2023
610706,1,12-Feb-2023,6,132120,1215,30.2,31-40,Light Snow,75,6.9,,WSW,5,23.4,0,N,N,Y,Feb,2,2023
610707,1,12-Feb-2023,26,99110,1336,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610708,1,12-Feb-2023,1,99110,1212,28.4,21-30,Light Snow,80,5.8,,NNW,1.8,22.2,0.01,N,N,Y,Feb,2,2023
610709,1,12-Feb-2023,1,99110,1402,28.4,21-30,Light Snow,80,5.8,,NNW,1.8,22.2,0.01,N,N,Y,Feb,2,2023
610710,1,12-Feb-2023,1,99110,1217,26.1,21-30,Light Freezing Drizzle,92,0,,North,7,,0.01,N,Y,N,Feb,2,2023
610711,1,12-Feb-2023,1,99110,1301,28.4,21-30,Light Snow,80,5.8,,NNW,1.8,22.2,0.01,N,N,Y,Feb,2,2023
610712,1,12-Feb-2023,5,99110,1217,26.1,21-30,Light Freezing Drizzle,92,0,,North,7,,0.01,N,Y,N,Feb,2,2023
610713,1,12-Feb-2023,5,99110,1224,28.4,21-30,Light Snow,86,5.8,,NNW,0.8,22.2,0.01,N,N,Y,Feb,2,2023
610714,1,12-Feb-2023,3,99110,1215,28.4,21-30,Light Snow,86,5.8,,NNW,0.8,22.2,0.01,N,N,Y,Feb,2,2023
610715,1,12-Feb-2023,1,99110,1217,26.1,21-30,Light Freezing Drizzle,92,0,,North,7,,0.01,N,Y,N,Feb,2,2023
610716,1,12-Feb-2023,1,99110,1336,27,21-30,Snow,92,3.5,,NNE,0.5,23,0.01,Y,N,Y,Feb,2,2023
610717,1,12-Feb-2023,5,99110,1217,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610718,1,12-Feb-2023,5,99110,1402,27,21-30,Snow,92,3.5,,NNE,0.5,23,0.01,Y,N,Y,Feb,2,2023
610719,1,12-Feb-2023,1,99110,1336,26.6,21-30,Light Snow,93,4.6,,NE,1.2,21.2,0.01,N,N,Y,Feb,2,2023
610720,1,12-Feb-2023,1,99110,1212,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610721,1,12-Feb-2023,1,99110,1336,26.6,21-30,Light Snow,93,4.6,,NE,1.2,21.2,0.01,N,N,Y,Feb,2,2023
610722,1,12-Feb-2023,1,99110,1215,26.6,21-30,Light Snow,93,4.6,,NE,1.2,21.2,0.01,N,N,Y,Feb,2,2023
610723,1,12-Feb-2023,5,99110,1217,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
610724,1,12-Feb-2023,1,99110,1336,26.6,21-30,Light Snow,93,3.5,,NNE,2,22.6,0.01,N,N,Y,Feb,2,2023
610725,1,12-Feb-2023,2,99110,1215,26.6,21-30,Light Snow,93,3.5,,NNE,2,22.6,0.01,N,N,Y,Feb,2,2023
610726,1,12-Feb-2023,25,99110,1336,,,Clear,,,,,7,,0,N,N,N,Feb,2,2023
